_url,name,company_size,industry,about_us,website,founded,company_type,specialties,headquarters_city,headquarters_province,headquarters
https://www.linkedin.com/company/4d-datalogic/,4D DataLogic B.V.,2-10 employees,Information Technology & Services,"4D DataLogic B.V. (hierna te noemen 4D)  is een automatiserings- en consultancybedrijf, gespecialiseerd in het automatiseren van administratieve en logistieke processen. Onze doelstelling is om uw bedrijfsprocessen te automatiseren en te optimaliseren, zodat u uw onderneming kunt sturen op uw prestatie-indicatoren. Wij geloven in een vierdimensionale aanpak waarbij wij uw administratieve en logistieke processen vanuit verschillende invalshoeken benaderen en automatiseren, met als ultieme doel waarde creëren voor uw onderneming.",http://Volgt,2015.0,Partnership,"ICT-consultancy, Advisering, Inrichten administratieve en logistieke processen, Automatisering",Tubbergen,Overijssel,"Tubbergen, Overijssel"
https://www.linkedin.com/company/4essence/,4essence,0-1 employees,Information Technology & Services,"4essence is an innovative company whose is operating in 3 core bussines area:

1- Exchang information systems: In the past 4 years we have develop a new methode and information system to predict the behavior of Exchang indices

2- Information Security: We offer simple and effective information security solutions

3- ICT maintenance service",http://www.4essence.com,2007.0,Sole Proprietorship,"Information Security, Innovation in ITC maintenance, Exchange information systems",,,
https://www.linkedin.com/company/4itprofessionals/,4IT Professionals BV,11-50 employees,Information Technology & Services,4IT Professionals is dé thuisbasis voor medewerkers en opdrachtgevers. Samen zorgen we voor groei en ontwikkeling.,http://www.4itprofessionals.nl,2010.0,Privately Held,"Functioneel Beheer, Informatiemanagement, Business Analyse, Informatie Analyse, Sourcing, Projecten, Outsourcing Functioneel & Technisch Beheer, Werving & Selectie, Recruiting, Deta-Vast, Scrum Master, LEAN, Devops, Process Analyse, agile",ZWOLLE,Overijssel,"ZWOLLE, Overijssel"
https://www.linkedin.com/company/weare52dn/,52DN | BERT,11-50 employees,Information Technology & Services,"Gespecialiseerd in het aandragen van creatieve, vernieuwende en relevante (IT)-oplossingen.",https://www.weare52dn.com/,2014.0,Public Company,Mobile Business Strategy and Mobile Apps development,Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/s-jdevelopment/,88 Days,0-1 employees,Information Services,Make your adventure endless,https://88-days.com,2018.0,Self-Employed,"Swift, Kotlin, Android, IOS, Wordpress, C",Brisbane,QLD,"Brisbane, QLD"
https://www.linkedin.com/company/9-knots-business-solution-ltd/,9 Knots Business Solutions,11-50 employees,Computer Software,Say hello to Perfect-Fit Solutions! 9 Knots is a provider of specialist solutions for companies with complex businesses.,http://www.9knots.co.uk,2003.0,Public Company,"case management, debt management, clinical trials / eCRF / EDC, IVA / Trust Deeds, bespoke solutions, sales force support, claims management, socal mobility software, crm software, software, specialty solutions, computer software, management software, perfect-fit",Mansfield,Nottinghamshire,"Mansfield, Nottinghamshire"
https://www.linkedin.com/company/1208819/,A Must in Every Office BV,2-10 employees,Computer Software,"Our goal is to help people all over the world in Excel.
We do this by providing a toolset called ASAP Utilities, which saves time and makes work in Excel much easier and quicker.

A Must in Every Office is owned by Bastien Mensink and the company's main purpose is to further develop, professionalize and promote the excel add-in ASAP Utilities. Bastien Mensink is also the author of ASAP Utilities.",https://www.asap-utilities.com,2007.0,Privately Held,time saving tools for Excel,Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/alextiehuis.nl/,A&A Appdesign,2-10 employees,Computer Software,"A&A Appdesign maakt maatwerk software. Het Nederlandse midden en kleinbedrijf wordt daarmee in staat gesteld zich te concentreren op waar ze goed in zijn.
Bedrijven kunnen excelleren in hun markt door gebruik te maken van software op maat.
A&A Appdesign zoekt voortdurend naar simpele oplossingen met maximale meerwaarde voor haar klanten. Er worden nieuwe methoden en technieken bedacht die leiden tot snelle, probleemloze softwareontwikkeling en daarmee lagere kosten.",https://www.aena-appdesign.nl,2012.0,Partnership,"CRM, tijdregistratie, materiaalregistratie projectregistratie, Apps, Webapplicaties",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/a-j-s-interim-management-&-consultancy/,A-J-S interim management & consultancy,0-1 employees,Information Technology & Services,Wat kan ik voor u doen?,http://www.a-j-s.nl,,Self-Employed,,,,
https://www.linkedin.com/company/a.n.t.-international-b.v./,A.N.T. International B.V.,11-50 employees,Publishing,"A.N.T. International B.V. is a publishing company based out of Colosseum 22, ENSCHEDE, Netherlands.",,,,,,,
https://www.linkedin.com/company/a1b2c3-consultancy---hypnodokter/,A1b2c3 Consultancy - Hypnodokter,0-1 employees,Information Technology & Services,World Building,http://hypnodokter.com,2016.0,Sole Proprietorship,,Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/a3-online/,A3 online,2-10 employees,Information Technology & Services,Maak jaarplannen effectief en overzichtelijk met de A3 methodiek en A3 online,http://www.a3online.nl,,Partnership,,,,
https://www.linkedin.com/company/aaaa-beheergroep-b.v./,AAAA Beheergroep B.V.,11-50 employees,Computer Software,"AAAA Beheergroep B.V. is a computer software company based out of Veldhuisweg 4-10, IJHORST, Netherlands.",,,,,,,
https://www.linkedin.com/company/aaand8/,AAAnd8,0-1 employees,Information Services,"AAAnd8 begeleidt adviseert en coacht ondernemers op alle momenten in de levenscyclus van hun bedrijf: van pre/start, start tot verantwoorde bedrijfsbeëindiging en alles wat daar tussen zit met een max van 10 werknemers ook wel micro-ondernemers genoemd. Dit alles in goede en in slechte tijden. De ondernemer staat centraal. Met gemeentelijke organisaties en financiële instellingen wordt intensief samengewerkt. Onze experts beschikken over branche- en hebben regio deskundigheid op het gebied van ondernemerschap en zijn goed op de hoogte van zakelijke kredietverstrekking en microfinanciering.
AAAnd8 is ook de organisatie die u kunt inhuren voor het geven van trainingen en workshops aan de bovenstaande doelgroep. Wij geven o.a. training bij het UWV over Starten met behoud van uitkering. Wij verzorgen ondernemen in 4 avonden voor Gemeentelijke WWB afdeling klanten met een ondernemers idee.",http://www.aaand8.nl,2012.0,Self-Employed,"Ondernemen, Coaching, Advisering, Training",Almelo,Overijssel,"Almelo, Overijssel"
https://www.linkedin.com/company/aandagt-reclame-&-marketing/,Aandagt reclame & marketing,11-50 employees,Marketing & Advertising,"Reclame die altijd raakt!

Aandagt, het full-service reclame- en marketingbureau zorgt ervoor dat mensen verliefd worden op jouw merk. We ontwerpen elke dag – met liefde – unieke en creatieve communicatieconcepten, met maar één doel: succes. Met onze jarenlange ervaring, eigentijds denken en moderne mediamix worden jouw klanten in hun hart geraakt. Nieuwsgierig geworden? Bekijk onze aanpak op www.aandagt.nl en/of neem contact op met ons.
(0546) - 850 369  - info@aandagt.nl",http://www.aandagt.nl,2007.0,Public Company,"Advies, Conceptontwikkeling, Communicatiestrategie, Fotografie, Huisstijlontwikkeling, Illustratie, Marketing, Reclame, Websiteontwikkeling",Almelo,Overijssel,"Almelo, Overijssel"
https://www.linkedin.com/company/aankleding-en-inrichting-van-winkels-en-werkplekken/,Aankleding en inrichting van Winkels en werkplekken,,Graphic Design,Een levendige en sterke vormgeving begint met goed luisteren. Daarna volgt het creëren van een realistisch beeld en het waarmaken daarvan. Dat is Alfabet Reclame!,https://www.alfabetreclame.nl/,,,,,,
https://www.linkedin.com/company/abccalc/,ABCcalc,2-10 employees,Information Technology & Services,ABCcalc biedt in een Saas-omgeving het ABCcalc-kostprijsprijsmodel aan,http://www.abccalc.nl,2020.0,Partnership,,Denekamp,Nederland,"Denekamp, Nederland"
https://www.linkedin.com/company/abra-nl/,Abra B.V.,2-10 employees,Computer Software,Gebruiksvriendelijke software.,https://abra.nl,2014.0,Privately Held,"Android development, iOS development, Web development",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/abrnd/,Abrnd,11-50 employees,Marketing & Advertising,"Abrnd is een innovatief brand management platform waarmee alle soorten bedrijven kunnen bouwen aan een waardevol merk. 

Ons hogere doel is om de wereld een stukje beter te maken door bedrijven in staat te stellen merken te bouwen die wat toevoegen aan deze wereld.",https://www.abrnd.com,2018.0,Privately Held,Branding and Brand Management,Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/access2data/,Access2Data,0-1 employees,Computer Software,Data analyse en ondersteuning,https://www.access2data.nl,2003.0,Self-Employed,"Maatwerk databases, Access, Kantoorondersteuning, Planning",Hengelo,Overijssel,"Hengelo, Overijssel"
https://www.linkedin.com/company/accnt/,accnt.,2-10 employees,Computer Software,99% nerdfree | 100% nerdproof,http://www.accntsoftware.nl,2020.0,Privately Held,,Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/accommodatiehuur.nl/,Accommodatiehuur (Accommodation rental),11-50 employees,Internet,"Accommodatiehuur offers an online reservation system and planning system. Our software is mainly used by sports complexes, tennis courts, squash courts, soccer- and sports fields and meeting rooms!",https://www.accommodatiehuur.nl,2015.0,Partnership,,Oldenzaal,Overijssel,"Oldenzaal, Overijssel"
https://www.linkedin.com/company/account-software/,Account Software Groep,11-50 employees,Computer Software,"Automatiseringsoplossingen voor finance, logistiek en ERP voor MKB en ZZP. Met trots onderdeel van Visma.",http://www.accountsoftware.nl,1990.0,Public Company,"AccountView Expert Center AVEC, AccountView support, AccountView implementatiespecialist, AccountView maatwerk, AccountView hosting, Elvy Document Scan , Visma.net Financials, Visma.net Logistics, Visma.net Project Accounting, Visma Advisor, Visma Financial Ov",,,
https://www.linkedin.com/company/accountancy-software-gemak/,Accountancy Gemak & Software Gemak,201-500 employees,Computer Software,Alles onder controle met de verrassend slimme softwareoplossingen van Accountancy Gemak & Software Gemak.,https://accountancygemak.nl/,1980.0,Privately Held,"Bedrijfssoftware, Software, Accountancy, MKB, ZZP, Ondernemer, Salaris, Payroll",,,
https://www.linkedin.com/company/accredis-b-v-/,Accredis B.V.,2-10 employees,Information Technology & Services,Accredis: kies voor betrouwbaar.,http://www.accredis.nl,2001.0,Privately Held,"Sluitende fiscale ritregistratie, Object bewaking, Fleetmanagement, kilometerregistratie",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/acec-nederland-b.v./,Acec Nederland B.V.,2-10 employees,Computer Software,"This listing was automatically created by LinkedIn. This listing is not currently maintained by, endorsed by or affiliated with Acec Nederland B.V.. Learn more",http://www.acec-nederland.nl,,,,,,
https://www.linkedin.com/company/aceworks-nl/,AceWorks,2-10 employees,Computer Software,Aceworks is een groep gepassioneerde jonge ondernemers die goede webdesign betaalbaar wil maken.,https://www.aceworks.nl,2017.0,Privately Held,webdesign and webdevelopment,Hardenberg,Overijssel,"Hardenberg, Overijssel"
https://www.linkedin.com/company/achtereekte-ict-consultancy/,Achtereekte ICT consultancy,0-1 employees,Computer Software,,,2014.0,Self-Employed,,Deventer,Overijssel,"Deventer, Overijssel"
https://www.linkedin.com/company/acquire-publishing-bv/,Acquire Publishing,11-50 employees,Publishing,"Acquire Publishing is de grootste uitgever op het gebied van Architectuur, Ruimte en Mobiliteit.

Meer dan 30.000 Architectuur-, Ruimte- en Mobiliteitsprofessionals zijn al aangesloten bij onze titels.

Specialisten ontmoeten specialisten uit hun eigen vakgebied. En maken ook kennis met andere disciplines, afdelingen, overheden, adviesbureaus, (landschaps)architecten, aannemers, leveranciers, burgers en de maatschappij.

Om te praten over hun specifieke vraagstukken en over gezamenlijke thema's als participatie, duurzaamheid, bereikbaarheid en nieuwe financieringsmodellen.

Via onze websites, e-mailnieuwsbreiven, tweets, Facebook, Linkedin, magazines en evenementen.

Acquire publishing
aangenaam kennis maken",http://www.acquirepublishing.nl,,Privately Held,"uitgeven, evenementen, openbare ruimte, kennisproducten, ruimte, mobiliteit, architectuur, redactie",Zwolle,Overijssel,"Zwolle, Overijssel"
https://www.linkedin.com/company/acsense-it-support/,Acsense LLC,2-10 employees,Information Technology & Services,"Acsense supports commercial and government organizations with Marketing, Sales and IT. Acsense addition to its office in Ulaanbaatar also has a branch in the Netherlands.
These two branches are well connected to each other making it for our relationships also accessible to its product or service to export.

Please visit our website to get more info: www.acsense.mn",http://www.acsense.mn,2008.0,Self-Employed,"Marketing resource, Sales Support, IT Support, CRM, Software",Hardenberg,Overijssel,"Hardenberg, Overijssel"
https://www.linkedin.com/company/actfact/,ActFact cloud business software,11-50 employees,Computer Software,Accelerate your business,https://www.actfact.com,2002.0,Privately Held,"ActFact Business Software, ERP software, CRM software, Cloud, SaaS, Support, cloud software, accounting, dashboards, engineering, innovation, reporting",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/actric/,Actric,0-1 employees,Computer Software,"Actric is een ervaren organisatie waarin professionals beogen uw organisatie te versterken met onze kennis en kunde. Onze professionals hebben jarenlange ervaring in het gebied van het leveren van diensten, zowel in de profit als ook non-profit sector.

Zo kunnen wij uw organisatie op projectbasis bijstaan om met onze kennis uw organisatie te versterken tijdens bijvoorbeeld ICT projecten, dienstenmarketing of organisatieveranderingen.

Het is ons doel uw organisatie naar een hoger platform te brengen.

Wij leveren onder andere de volgende diensten:

- Project Management
- Interim Management
- Diensten Marketing Management
- Proces Modelering
- Consultancy
- Training & Coaching

Voor eventuele vragen mag u natuurlijk altijd contact met ons opnemen. Ons telefoonnummer is 053-8881287.",https://www.actric.nl,2000.0,Public Company,"Project Management, Interim Management, Diensten Marketing Management, Proces Modelering, Consultancy, Training & Coaching",Enschede,Overijssel,"Enschede, Overijssel"
https://www.linkedin.com/company/addition-solutions.nu/,Addition Solutions.nu,2-10 employees,Information Technology & Services,"Addition Solutions heeft jarenlange ervaring met Microsoft Dynamics NAV. En heeft hierdoor de unieke mogelijkheid om deze krachtige en moderne software tot aan de bron aan te passen, zonder enig verlies van de basisstabiliteit.

Zodoende zijn we in staat om bedrijfsspecifieke eisen en wensen te vervullen. Zonder enige concessie te doen aan betrouwbaarheid en gebruikersvriendelijkheid.

U wilt net als wij het maximale uit uw ERP-oplossing halen. En dus is softwareoptimalisatie even belangrijk als een voortdurende ondersteuning van gebruikers.

We garanderen continuïteit en profiteren van zeer uiteenlopende kennis door deel uit te maken van het Boltrics professionals netwerk, een landelijk samenwerkingsverband van Microsoft Dynamics NAV-specialisten.

Addition Solutions maakt gebruik van Microsoft Sure Step om implementaties op tijd, binnen het budget en conform klantspecificaties uit te voeren.",http://www.additionsolutions.nu/,2008.0,Partnership,"Microsoft Dynamics NAV, ERP, Warehouse Management Software (WMS), Jet-Reports, Power-Bi",Oldenzaal,Overijssel,"Oldenzaal, Overijssel"
https://www.linkedin.com/company/ademphis-com/,Ademphis.com,11-50 employees,Internet,"Web Based Systems
Brand Creation
Mobile App Development
App Store Optimisation",https://www.ademphis.com,2000.0,Public Company,"Internet, Mobile App Development, App Store Optimisation, Brand Creation",,,
https://www.linkedin.com/company/adwise-yourdigitalbrain/,Adwise - Your Digital Brain,51-200 employees,Internet,"We’re here to propel businesses forward. To pursue amazing experiences that drive competitive advantage and sustainable growth. We believe there are great opportunities for everyone. But to get there faster you need an agency that helps you see beyond the horizon. And makes the digital dream work today.

We create unseen connections between technology, people and processes. Fueled by data and Artificial Intelligence. We close the gaps in the customer experience. Online, offline, wherever they are. We change the game by opening up new opportunities. Our mission is to outpace the competition and disrupt the entire market forward.

Connecting isn’t just our work. It’s the way we are. We don’t service clients; we embed them in our agency. We work with them, for them and alongside them, all at the same time. Even at their place, with inhouse solutions. In fact, we want to be an ecosystem rather than an agency. Adwise is a home for digital minds, clients and startups. Together we can achieve even greater things.

We are located in Utrecht and Almelo.",https://www.adwise.nl,2005.0,Privately Held,"Business strategy, Marketing strategy, Brand & Experience, Digital marketing, Technology & Development, Content & Design, Data & Intelligence, People & Organisation, Performance marketing",Almelo,Overijssel,"Almelo, Overijssel"
https://www.linkedin.com/company/adwise-academy/,Adwise Academy,51-200 employees,Internet,"De wereld beweegt in een moordend tempo vooruit. Wie voorop wil lopen, moet zich blijven ontwikkelen. Bij de Adwise Academy ontwikkelen individuen en bedrijfsgroepen zich in de digitale wereld. Met meerdaagse cursussen op het gebied van Digital Marketing, Digital Recruitment en Development zetten zij de eerste stap om een digital master te worden. Naast meerdaagse cursussen is het ook mogelijk een enkele training te volgen in jouw interesse gebied.

De trainers van de Adwise Academy zijn digital professionals die dagelijks werkzaam zijn in de digitale wereld. Ze zijn altijd up-to-date van de laatste ontwikkelingen en zorgen ervoor dat deze worden verwerkt in de trainingen zodat de deelnemers voorop blijven lopen.",http://www.adwise.academy,2005.0,Privately Held,"education, digital marketing, learning & development, talent development, training, coaching, mentoring, digital",Almelo,Overijssel,"Almelo, Overijssel"
https://www.linkedin.com/company/afspraakmanager-nl-vof/,Afspraakmanager.nl vof,2-10 employees,Information Technology & Services,"Afspraakmanager.nl bevrijdt bedrijven van de vermoeiende taak van plannen (niet meer telefonisch of per e-mail de hele dag!) en biedt klanten het gemak van het plannen van afspraken; online en in real-time, 24/7.
Consumenten kunnen met behulp van een smartphone snel en gemakkelijk kijken of de dienstverlener plek heeft op het moment waarop dit het beste uitkomt en direct een afspraak maken!",http://www.afspraakmanager.nl,2012.0,Privately Held,,,,
